,Pais_comprador,Industria,Año,Mes,Monto,t-1,t-2,t-3,t-4,t-5,t-6,t-9,t-10,t-11
166,Europa,Servicios y Productos no Clasificados,2017.0,6,7471749.0,6217323.0,5981368.0,6963538.0,6155599.0,7282377.0,6667544.0,11232575.0,7718778.0,9052195.0
167,Europa,Servicios y Productos no Clasificados,2017.0,7,9046228.0,7471749.0,6217323.0,5981368.0,6963538.0,6155599.0,7282377.0,7081126.0,11232575.0,7718778.0
168,Europa,"Ganadería, Apicultura, Caza, Pesca",2016.0,8,100.0,100.0,50.0,378.0,200.0,0.0,50.0,0.0,0.0,0.0
169,Europa,"Ganadería, Apicultura, Caza, Pesca",2016.0,9,0.0,100.0,100.0,50.0,378.0,200.0,0.0,0.0,0.0,0.0
170,Europa,"Ganadería, Apicultura, Caza, Pesca",2016.0,10,200.0,0.0,100.0,100.0,50.0,378.0,200.0,0.0,0.0,0.0
171,Europa,"Ganadería, Apicultura, Caza, Pesca",2016.0,11,90.0,200.0,0.0,100.0,100.0,50.0,378.0,50.0,0.0,0.0
172,Europa,"Ganadería, Apicultura, Caza, Pesca",2016.0,12,0.0,90.0,200.0,0.0,100.0,100.0,50.0,0.0,50.0,0.0
173,Europa,"Ganadería, Apicultura, Caza, Pesca",2017.0,1,90.0,0.0,90.0,200.0,0.0,100.0,100.0,200.0,0.0,50.0
174,Europa,"Ganadería, Apicultura, Caza, Pesca",2017.0,2,0.0,90.0,0.0,90.0,200.0,0.0,100.0,378.0,200.0,0.0
175,Europa,"Ganadería, Apicultura, Caza, Pesca",2017.0,3,0.0,0.0,90.0,0.0,90.0,200.0,0.0,50.0,378.0,200.0
176,Europa,"Ganadería, Apicultura, Caza, Pesca",2017.0,4,0.0,0.0,0.0,90.0,0.0,90.0,200.0,100.0,50.0,378.0
177,Europa,"Ganadería, Apicultura, Caza, Pesca",2017.0,5,50.0,0.0,0.0,0.0,90.0,0.0,90.0,100.0,100.0,50.0
178,Europa,"Ganadería, Apicultura, Caza, Pesca",2017.0,6,0.0,50.0,0.0,0.0,0.0,90.0,0.0,0.0,100.0,100.0
179,Europa,"Ganadería, Apicultura, Caza, Pesca",2017.0,7,200.0,0.0,50.0,0.0,0.0,0.0,90.0,200.0,0.0,100.0
180,Africa,Industrias Manufactureras,2016.0,8,8405052.0,6147381.0,3344645.0,6439046.0,4920866.0,4148766.0,4175365.0,3334127.0,6730740.0,4845454.0
181,Africa,Industrias Manufactureras,2016.0,9,4886786.0,8405052.0,6147381.0,3344645.0,6439046.0,4920866.0,4148766.0,7450468.0,3334127.0,6730740.0
182,Africa,Industrias Manufactureras,2016.0,10,3976625.0,4886786.0,8405052.0,6147381.0,3344645.0,6439046.0,4920866.0,9067745.0,7450468.0,3334127.0
183,Africa,Industrias Manufactureras,2016.0,11,6005280.0,3976625.0,4886786.0,8405052.0,6147381.0,3344645.0,6439046.0,4175365.0,9067745.0,7450468.0
184,Africa,Industrias Manufactureras,2016.0,12,7214604.0,6005280.0,3976625.0,4886786.0,8405052.0,6147381.0,3344645.0,4148766.0,4175365.0,9067745.0
185,Africa,Industrias Manufactureras,2017.0,1,7068321.0,7214604.0,6005280.0,3976625.0,4886786.0,8405052.0,6147381.0,4920866.0,4148766.0,4175365.0
186,Africa,Industrias Manufactureras,2017.0,2,3560762.0,7068321.0,7214604.0,6005280.0,3976625.0,4886786.0,8405052.0,6439046.0,4920866.0,4148766.0
187,Africa,Industrias Manufactureras,2017.0,3,5072911.0,3560762.0,7068321.0,7214604.0,6005280.0,3976625.0,4886786.0,3344645.0,6439046.0,4920866.0
188,Africa,Industrias Manufactureras,2017.0,4,5441904.0,5072911.0,3560762.0,7068321.0,7214604.0,6005280.0,3976625.0,6147381.0,3344645.0,6439046.0
189,Africa,Industrias Manufactureras,2017.0,5,7451467.0,5441904.0,5072911.0,3560762.0,7068321.0,7214604.0,6005280.0,8405052.0,6147381.0,3344645.0
190,Africa,Industrias Manufactureras,2017.0,6,4671475.0,7451467.0,5441904.0,5072911.0,3560762.0,7068321.0,7214604.0,4886786.0,8405052.0,6147381.0
191,Africa,Industrias Manufactureras,2017.0,7,8835510.0,4671475.0,7451467.0,5441904.0,5072911.0,3560762.0,7068321.0,3976625.0,4886786.0,8405052.0
192,Africa,Industrias Extractivas,2016.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0
193,Africa,Industrias Extractivas,2016.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0
194,Africa,Industrias Extractivas,2016.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
195,Africa,Industrias Extractivas,2016.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Africa,Industrias Extractivas,2016.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Africa,Industrias Extractivas,2017.0,1,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Africa,Industrias Extractivas,2017.0,2,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Africa,Industrias Extractivas,2017.0,3,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Africa,Industrias Extractivas,2017.0,4,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Africa,Industrias Extractivas,2017.0,5,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0
202,Africa,Industrias Extractivas,2017.0,6,0.0,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0
203,Africa,Industrias Extractivas,2017.0,7,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0
204,Africa,Agricultura y Silvicultura,2016.0,8,1066.0,862853.0,2359.0,0.0,31200.0,4445.0,0.0,2113.0,359.0,41360.0
205,Africa,Agricultura y Silvicultura,2016.0,9,827795.0,1066.0,862853.0,2359.0,0.0,31200.0,4445.0,0.0,2113.0,359.0
206,Africa,Agricultura y Silvicultura,2016.0,10,90.0,827795.0,1066.0,862853.0,2359.0,0.0,31200.0,0.0,0.0,2113.0
207,Africa,Agricultura y Silvicultura,2016.0,11,0.0,90.0,827795.0,1066.0,862853.0,2359.0,0.0,0.0,0.0,0.0
208,Africa,Agricultura y Silvicultura,2016.0,12,0.0,0.0,90.0,827795.0,1066.0,862853.0,2359.0,4445.0,0.0,0.0
209,Africa,Agricultura y Silvicultura,2017.0,1,0.0,0.0,0.0,90.0,827795.0,1066.0,862853.0,31200.0,4445.0,0.0
210,Africa,Agricultura y Silvicultura,2017.0,2,0.0,0.0,0.0,0.0,90.0,827795.0,1066.0,0.0,31200.0,4445.0
211,Africa,Agricultura y Silvicultura,2017.0,3,0.0,0.0,0.0,0.0,0.0,90.0,827795.0,2359.0,0.0,31200.0
212,Africa,Agricultura y Silvicultura,2017.0,4,0.0,0.0,0.0,0.0,0.0,0.0,90.0,862853.0,2359.0,0.0
213,Africa,Agricultura y Silvicultura,2017.0,5,340450.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,862853.0,2359.0
214,Africa,Agricultura y Silvicultura,2017.0,6,85528.0,340450.0,0.0,0.0,0.0,0.0,0.0,827795.0,1066.0,862853.0
215,Africa,Agricultura y Silvicultura,2017.0,7,0.0,85528.0,340450.0,0.0,0.0,0.0,0.0,90.0,827795.0,1066.0
216,Africa,Servicios y Productos no Clasificados,2016.0,8,30000.0,173761.0,30000.0,7900.0,5000.0,40000.0,40000.0,0.0,0.0,0.0
217,Africa,Servicios y Productos no Clasificados,2016.0,9,198261.0,30000.0,173761.0,30000.0,7900.0,5000.0,40000.0,0.0,0.0,0.0
218,Africa,Servicios y Productos no Clasificados,2016.0,10,203950.0,198261.0,30000.0,173761.0,30000.0,7900.0,5000.0,0.0,0.0,0.0
219,Africa,Servicios y Productos no Clasificados,2016.0,11,40501.0,203950.0,198261.0,30000.0,173761.0,30000.0,7900.0,40000.0,0.0,0.0
220,Africa,Servicios y Productos no Clasificados,2016.0,12,102000.0,40501.0,203950.0,198261.0,30000.0,173761.0,30000.0,40000.0,40000.0,0.0
221,Africa,Servicios y Productos no Clasificados,2017.0,1,77931.0,102000.0,40501.0,203950.0,198261.0,30000.0,173761.0,5000.0,40000.0,40000.0
222,Africa,Servicios y Productos no Clasificados,2017.0,2,0.0,77931.0,102000.0,40501.0,203950.0,198261.0,30000.0,7900.0,5000.0,40000.0
223,Africa,Servicios y Productos no Clasificados,2017.0,3,84950.0,0.0,77931.0,102000.0,40501.0,203950.0,198261.0,30000.0,7900.0,5000.0
224,Africa,Servicios y Productos no Clasificados,2017.0,4,0.0,84950.0,0.0,77931.0,102000.0,40501.0,203950.0,173761.0,30000.0,7900.0
225,Africa,Servicios y Productos no Clasificados,2017.0,5,4500.0,0.0,84950.0,0.0,77931.0,102000.0,40501.0,30000.0,173761.0,30000.0
226,Africa,Servicios y Productos no Clasificados,2017.0,6,126437.0,4500.0,0.0,84950.0,0.0,77931.0,102000.0,198261.0,30000.0,173761.0
227,Africa,Servicios y Productos no Clasificados,2017.0,7,312415.0,126437.0,4500.0,0.0,84950.0,0.0,77931.0,203950.0,198261.0,30000.0
228,Africa,"Ganadería, Apicultura, Caza, Pesca",2016.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Africa,"Ganadería, Apicultura, Caza, Pesca",2016.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Africa,"Ganadería, Apicultura, Caza, Pesca",2016.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Africa,"Ganadería, Apicultura, Caza, Pesca",2016.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Africa,"Ganadería, Apicultura, Caza, Pesca",2016.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Africa,"Ganadería, Apicultura, Caza, Pesca",2017.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Africa,"Ganadería, Apicultura, Caza, Pesca",2017.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Africa,"Ganadería, Apicultura, Caza, Pesca",2017.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Africa,"Ganadería, Apicultura, Caza, Pesca",2017.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Africa,"Ganadería, Apicultura, Caza, Pesca",2017.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Africa,"Ganadería, Apicultura, Caza, Pesca",2017.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Africa,"Ganadería, Apicultura, Caza, Pesca",2017.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Oceanía,Industrias Manufactureras,2016.0,8,10362671.0,8229177.0,15681872.0,9808378.0,6025429.0,17182416.0,7768542.0,11901752.0,18256313.0,14412952.0
241,Oceanía,Industrias Manufactureras,2016.0,9,13620941.0,10362671.0,8229177.0,15681872.0,9808378.0,6025429.0,17182416.0,18009495.0,11901752.0,18256313.0
242,Oceanía,Industrias Manufactureras,2016.0,10,11864106.0,13620941.0,10362671.0,8229177.0,15681872.0,9808378.0,6025429.0,14204419.0,18009495.0,11901752.0
243,Oceanía,Industrias Manufactureras,2016.0,11,11475576.0,11864106.0,13620941.0,10362671.0,8229177.0,15681872.0,9808378.0,7768542.0,14204419.0,18009495.0
244,Oceanía,Industrias Manufactureras,2016.0,12,7563725.0,11475576.0,11864106.0,13620941.0,10362671.0,8229177.0,15681872.0,17182416.0,7768542.0,14204419.0
245,Oceanía,Industrias Manufactureras,2017.0,1,19926936.0,7563725.0,11475576.0,11864106.0,13620941.0,10362671.0,8229177.0,6025429.0,17182416.0,7768542.0
246,Oceanía,Industrias Manufactureras,2017.0,2,14333464.0,19926936.0,7563725.0,11475576.0,11864106.0,13620941.0,10362671.0,9808378.0,6025429.0,17182416.0
247,Oceanía,Industrias Manufactureras,2017.0,3,12179347.0,14333464.0,19926936.0,7563725.0,11475576.0,11864106.0,13620941.0,15681872.0,9808378.0,6025429.0
248,Oceanía,Industrias Manufactureras,2017.0,4,17812245.0,12179347.0,14333464.0,19926936.0,7563725.0,11475576.0,11864106.0,8229177.0,15681872.0,9808378.0
249,Oceanía,Industrias Manufactureras,2017.0,5,15524053.0,17812245.0,12179347.0,14333464.0,19926936.0,7563725.0,11475576.0,10362671.0,8229177.0,15681872.0
250,Oceanía,Industrias Manufactureras,2017.0,6,34757883.0,15524053.0,17812245.0,12179347.0,14333464.0,19926936.0,7563725.0,13620941.0,10362671.0,8229177.0
251,Oceanía,Industrias Manufactureras,2017.0,7,16112615.0,34757883.0,15524053.0,17812245.0,12179347.0,14333464.0,19926936.0,11864106.0,13620941.0,10362671.0
252,Oceanía,Industrias Extractivas,2016.0,8,10240.0,18216.0,0.0,0.0,0.0,18612.0,10240.0,26524.0,27324.0,27324.0
253,Oceanía,Industrias Extractivas,2016.0,9,0.0,10240.0,18216.0,0.0,0.0,0.0,18612.0,18216.0,26524.0,27324.0
254,Oceanía,Industrias Extractivas,2016.0,10,28456.0,0.0,10240.0,18216.0,0.0,0.0,0.0,0.0,18216.0,26524.0
255,Oceanía,Industrias Extractivas,2016.0,11,0.0,28456.0,0.0,10240.0,18216.0,0.0,0.0,10240.0,0.0,18216.0
256,Oceanía,Industrias Extractivas,2016.0,12,27232.0,0.0,28456.0,0.0,10240.0,18216.0,0.0,18612.0,10240.0,0.0
257,Oceanía,Industrias Extractivas,2017.0,1,0.0,27232.0,0.0,28456.0,0.0,10240.0,18216.0,0.0,18612.0,10240.0
258,Oceanía,Industrias Extractivas,2017.0,2,0.0,0.0,27232.0,0.0,28456.0,0.0,10240.0,0.0,0.0,18612.0
259,Oceanía,Industrias Extractivas,2017.0,3,10205.0,0.0,0.0,27232.0,0.0,28456.0,0.0,0.0,0.0,0.0
260,Oceanía,Industrias Extractivas,2017.0,4,0.0,10205.0,0.0,0.0,27232.0,0.0,28456.0,18216.0,0.0,0.0
261,Oceanía,Industrias Extractivas,2017.0,5,9402.0,0.0,10205.0,0.0,0.0,27232.0,0.0,10240.0,18216.0,0.0
262,Oceanía,Industrias Extractivas,2017.0,6,18216.0,9402.0,0.0,10205.0,0.0,0.0,27232.0,0.0,10240.0,18216.0
263,Oceanía,Industrias Extractivas,2017.0,7,0.0,18216.0,9402.0,0.0,10205.0,0.0,0.0,28456.0,0.0,10240.0
264,Oceanía,Agricultura y Silvicultura,2016.0,8,7895.0,99218.0,95302.0,0.0,8225.0,16566.0,0.0,1060.0,47525.0,11121.0
265,Oceanía,Agricultura y Silvicultura,2016.0,9,16720.0,7895.0,99218.0,95302.0,0.0,8225.0,16566.0,0.0,1060.0,47525.0
266,Oceanía,Agricultura y Silvicultura,2016.0,10,0.0,16720.0,7895.0,99218.0,95302.0,0.0,8225.0,11048.0,0.0,1060.0
267,Oceanía,Agricultura y Silvicultura,2016.0,11,1085.0,0.0,16720.0,7895.0,99218.0,95302.0,0.0,0.0,11048.0,0.0
268,Oceanía,Agricultura y Silvicultura,2016.0,12,67990.0,1085.0,0.0,16720.0,7895.0,99218.0,95302.0,16566.0,0.0,11048.0
269,Oceanía,Agricultura y Silvicultura,2017.0,1,44397.0,67990.0,1085.0,0.0,16720.0,7895.0,99218.0,8225.0,16566.0,0.0
270,Oceanía,Agricultura y Silvicultura,2017.0,2,9842.0,44397.0,67990.0,1085.0,0.0,16720.0,7895.0,0.0,8225.0,16566.0
271,Oceanía,Agricultura y Silvicultura,2017.0,3,33484.0,9842.0,44397.0,67990.0,1085.0,0.0,16720.0,95302.0,0.0,8225.0
272,Oceanía,Agricultura y Silvicultura,2017.0,4,53642.0,33484.0,9842.0,44397.0,67990.0,1085.0,0.0,99218.0,95302.0,0.0
273,Oceanía,Agricultura y Silvicultura,2017.0,5,51407.0,53642.0,33484.0,9842.0,44397.0,67990.0,1085.0,7895.0,99218.0,95302.0
274,Oceanía,Agricultura y Silvicultura,2017.0,6,35280.0,51407.0,53642.0,33484.0,9842.0,44397.0,67990.0,16720.0,7895.0,99218.0
275,Oceanía,Agricultura y Silvicultura,2017.0,7,25203.0,35280.0,51407.0,53642.0,33484.0,9842.0,44397.0,0.0,16720.0,7895.0
276,Oceanía,Servicios y Productos no Clasificados,2016.0,8,20491.0,35823.0,35174.0,20010.0,0.0,29482.0,60000.0,12.0,0.0,0.0
277,Oceanía,Servicios y Productos no Clasificados,2016.0,9,14771.0,20491.0,35823.0,35174.0,20010.0,0.0,29482.0,20.0,12.0,0.0
278,Oceanía,Servicios y Productos no Clasificados,2016.0,10,86013.0,14771.0,20491.0,35823.0,35174.0,20010.0,0.0,0.0,20.0,12.0
279,Oceanía,Servicios y Productos no Clasificados,2016.0,11,111280.0,86013.0,14771.0,20491.0,35823.0,35174.0,20010.0,60000.0,0.0,20.0
280,Oceanía,Servicios y Productos no Clasificados,2016.0,12,43668.0,111280.0,86013.0,14771.0,20491.0,35823.0,35174.0,29482.0,60000.0,0.0
281,Oceanía,Servicios y Productos no Clasificados,2017.0,1,27000.0,43668.0,111280.0,86013.0,14771.0,20491.0,35823.0,0.0,29482.0,60000.0
282,Oceanía,Servicios y Productos no Clasificados,2017.0,2,14760.0,27000.0,43668.0,111280.0,86013.0,14771.0,20491.0,20010.0,0.0,29482.0
283,Oceanía,Servicios y Productos no Clasificados,2017.0,3,26000.0,14760.0,27000.0,43668.0,111280.0,86013.0,14771.0,35174.0,20010.0,0.0
284,Oceanía,Servicios y Productos no Clasificados,2017.0,4,12971.0,26000.0,14760.0,27000.0,43668.0,111280.0,86013.0,35823.0,35174.0,20010.0
285,Oceanía,Servicios y Productos no Clasificados,2017.0,5,0.0,12971.0,26000.0,14760.0,27000.0,43668.0,111280.0,20491.0,35823.0,35174.0
286,Oceanía,Servicios y Productos no Clasificados,2017.0,6,5160.0,0.0,12971.0,26000.0,14760.0,27000.0,43668.0,14771.0,20491.0,35823.0
287,Oceanía,Servicios y Productos no Clasificados,2017.0,7,86051.0,5160.0,0.0,12971.0,26000.0,14760.0,27000.0,86013.0,14771.0,20491.0
288,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2016.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2016.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2016.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2016.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2016.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2017.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2017.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2017.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2017.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2017.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2017.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Oceanía,"Ganadería, Apicultura, Caza, Pesca",2017.0,7,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,América del Norte,Industrias Manufactureras,2016.0,8,3070604814.0,3013184036.0,3069363232.0,3038375261.0,3104829782.0,3004083998.0,2911306468.0,2859845342.0,3145842598.0,2973832798.0
301,América del Norte,Industrias Manufactureras,2016.0,9,3072573468.0,3070604814.0,3013184036.0,3069363232.0,3038375261.0,3104829782.0,3004083998.0,3036649968.0,2859845342.0,3145842598.0
302,América del Norte,Industrias Manufactureras,2016.0,10,2528498813.0,3072573468.0,3070604814.0,3013184036.0,3069363232.0,3038375261.0,3104829782.0,2634552700.0,3036649968.0,2859845342.0
303,América del Norte,Industrias Manufactureras,2016.0,11,2455857358.0,2528498813.0,3072573468.0,3070604814.0,3013184036.0,3069363232.0,3038375261.0,2911306468.0,2634552700.0,3036649968.0
304,América del Norte,Industrias Manufactureras,2016.0,12,2482049941.0,2455857358.0,2528498813.0,3072573468.0,3070604814.0,3013184036.0,3069363232.0,3004083998.0,2911306468.0,2634552700.0
305,América del Norte,Industrias Manufactureras,2017.0,1,2241744575.0,2482049941.0,2455857358.0,2528498813.0,3072573468.0,3070604814.0,3013184036.0,3104829782.0,3004083998.0,2911306468.0
306,América del Norte,Industrias Manufactureras,2017.0,2,2593963721.0,2241744575.0,2482049941.0,2455857358.0,2528498813.0,3072573468.0,3070604814.0,3038375261.0,3104829782.0,3004083998.0
307,América del Norte,Industrias Manufactureras,2017.0,3,2647425812.0,2593963721.0,2241744575.0,2482049941.0,2455857358.0,2528498813.0,3072573468.0,3069363232.0,3038375261.0,3104829782.0
308,América del Norte,Industrias Manufactureras,2017.0,4,2623486690.0,2647425812.0,2593963721.0,2241744575.0,2482049941.0,2455857358.0,2528498813.0,3013184036.0,3069363232.0,3038375261.0
309,América del Norte,Industrias Manufactureras,2017.0,5,2934251445.0,2623486690.0,2647425812.0,2593963721.0,2241744575.0,2482049941.0,2455857358.0,3070604814.0,3013184036.0,3069363232.0
310,América del Norte,Industrias Manufactureras,2017.0,6,2800059940.0,2934251445.0,2623486690.0,2647425812.0,2593963721.0,2241744575.0,2482049941.0,3072573468.0,3070604814.0,3013184036.0
311,América del Norte,Industrias Manufactureras,2017.0,7,2667249125.0,2800059940.0,2934251445.0,2623486690.0,2647425812.0,2593963721.0,2241744575.0,2528498813.0,3072573468.0,3070604814.0
312,América del Norte,Industrias Extractivas,2016.0,8,473707.0,529612.0,248805.0,498526.0,331492.0,357554.0,430404.0,90545.0,78165.0,100476.0
313,América del Norte,Industrias Extractivas,2016.0,9,552015.0,473707.0,529612.0,248805.0,498526.0,331492.0,357554.0,103178.0,90545.0,78165.0
314,América del Norte,Industrias Extractivas,2016.0,10,426328.0,552015.0,473707.0,529612.0,248805.0,498526.0,331492.0,52672.0,103178.0,90545.0
315,América del Norte,Industrias Extractivas,2016.0,11,592097.0,426328.0,552015.0,473707.0,529612.0,248805.0,498526.0,430404.0,52672.0,103178.0
316,América del Norte,Industrias Extractivas,2016.0,12,420414.0,592097.0,426328.0,552015.0,473707.0,529612.0,248805.0,357554.0,430404.0,52672.0
317,América del Norte,Industrias Extractivas,2017.0,1,648100.0,420414.0,592097.0,426328.0,552015.0,473707.0,529612.0,331492.0,357554.0,430404.0
318,América del Norte,Industrias Extractivas,2017.0,2,844188.0,648100.0,420414.0,592097.0,426328.0,552015.0,473707.0,498526.0,331492.0,357554.0
319,América del Norte,Industrias Extractivas,2017.0,3,707725.0,844188.0,648100.0,420414.0,592097.0,426328.0,552015.0,248805.0,498526.0,331492.0
320,América del Norte,Industrias Extractivas,2017.0,4,238936.0,707725.0,844188.0,648100.0,420414.0,592097.0,426328.0,529612.0,248805.0,498526.0
321,América del Norte,Industrias Extractivas,2017.0,5,733963.0,238936.0,707725.0,844188.0,648100.0,420414.0,592097.0,473707.0,529612.0,248805.0
322,América del Norte,Industrias Extractivas,2017.0,6,388559.0,733963.0,238936.0,707725.0,844188.0,648100.0,420414.0,552015.0,473707.0,529612.0
323,América del Norte,Industrias Extractivas,2017.0,7,970661.0,388559.0,733963.0,238936.0,707725.0,844188.0,648100.0,426328.0,552015.0,473707.0
324,América del Norte,Agricultura y Silvicultura,2016.0,8,56650744.0,57397165.0,118688798.0,208255438.0,225765397.0,317322917.0,232417956.0,188971313.0,100275897.0,49887554.0
325,América del Norte,Agricultura y Silvicultura,2016.0,9,78897045.0,56650744.0,57397165.0,118688798.0,208255438.0,225765397.0,317322917.0,218984571.0,188971313.0,100275897.0
326,América del Norte,Agricultura y Silvicultura,2016.0,10,102766123.0,78897045.0,56650744.0,57397165.0,118688798.0,208255438.0,225765397.0,169512665.0,218984571.0,188971313.0
327,América del Norte,Agricultura y Silvicultura,2016.0,11,208245546.0,102766123.0,78897045.0,56650744.0,57397165.0,118688798.0,208255438.0,232417956.0,169512665.0,218984571.0
328,América del Norte,Agricultura y Silvicultura,2016.0,12,230849984.0,208245546.0,102766123.0,78897045.0,56650744.0,57397165.0,118688798.0,317322917.0,232417956.0,169512665.0
329,América del Norte,Agricultura y Silvicultura,2017.0,1,211240027.0,230849984.0,208245546.0,102766123.0,78897045.0,56650744.0,57397165.0,225765397.0,317322917.0,232417956.0
330,América del Norte,Agricultura y Silvicultura,2017.0,2,266334583.0,211240027.0,230849984.0,208245546.0,102766123.0,78897045.0,56650744.0,208255438.0,225765397.0,317322917.0
331,América del Norte,Agricultura y Silvicultura,2017.0,3,332936873.0,266334583.0,211240027.0,230849984.0,208245546.0,102766123.0,78897045.0,118688798.0,208255438.0,225765397.0
332,América del Norte,Agricultura y Silvicultura,2017.0,4,266296848.0,332936873.0,266334583.0,211240027.0,230849984.0,208245546.0,102766123.0,57397165.0,118688798.0,208255438.0
333,América del Norte,Agricultura y Silvicultura,2017.0,5,233872907.0,266296848.0,332936873.0,266334583.0,211240027.0,230849984.0,208245546.0,56650744.0,57397165.0,118688798.0
334,América del Norte,Agricultura y Silvicultura,2017.0,6,83316989.0,233872907.0,266296848.0,332936873.0,266334583.0,211240027.0,230849984.0,78897045.0,56650744.0,57397165.0
335,América del Norte,Agricultura y Silvicultura,2017.0,7,55104368.0,83316989.0,233872907.0,266296848.0,332936873.0,266334583.0,211240027.0,102766123.0,78897045.0,56650744.0
336,América del Norte,Servicios y Productos no Clasificados,2016.0,8,27062608.0,23417621.0,23771931.0,19833293.0,23595961.0,21224266.0,18496880.0,16071569.0,20256150.0,20942559.0
337,América del Norte,Servicios y Productos no Clasificados,2016.0,9,23083254.0,27062608.0,23417621.0,23771931.0,19833293.0,23595961.0,21224266.0,18677484.0,16071569.0,20256150.0
338,América del Norte,Servicios y Productos no Clasificados,2016.0,10,25651595.0,23083254.0,27062608.0,23417621.0,23771931.0,19833293.0,23595961.0,16225923.0,18677484.0,16071569.0
339,América del Norte,Servicios y Productos no Clasificados,2016.0,11,29414982.0,25651595.0,23083254.0,27062608.0,23417621.0,23771931.0,19833293.0,18496880.0,16225923.0,18677484.0
340,América del Norte,Servicios y Productos no Clasificados,2016.0,12,23151491.0,29414982.0,25651595.0,23083254.0,27062608.0,23417621.0,23771931.0,21224266.0,18496880.0,16225923.0
341,América del Norte,Servicios y Productos no Clasificados,2017.0,1,22695859.0,23151491.0,29414982.0,25651595.0,23083254.0,27062608.0,23417621.0,23595961.0,21224266.0,18496880.0
342,América del Norte,Servicios y Productos no Clasificados,2017.0,2,18431698.0,22695859.0,23151491.0,29414982.0,25651595.0,23083254.0,27062608.0,19833293.0,23595961.0,21224266.0
